daytype,date,ridership,route,month_beginning,avg_weekday_rides,monthtotal,routename,avg_saturday_rides,avg_sunday_holiday_rides
W,2001-01-03,19286,22,2001-01-01,21206.2,577386.0,Clark,14634.5,10462.2
W,2001-01-03,402,17,2001-01-01,514.5,11319.0,Westchester,0.0,0.0
U,2001-01-01,5462,28,2001-01-01,11964.9,336246.0,Stony Island,11269.6,5587.8
W,2001-01-02,257,171,2001-01-01,864.9,21573.0,U. of Chicago/Hyde Park,413.2,178.3
W,2001-01-02,5488,75,2001-01-01,7081.7,188676.0,74th-75th,4725.3,2795.5
W,2001-01-03,5144,27,2001-01-01,5629.5,147904.0,South Deering,2984.1,2423.6
W,2001-01-04,209,69,2001-01-01,417.2,8761.0,Cumberland/East River,0.0,0.0
W,2001-01-04,11313,67,2001-01-01,14219.5,387336.0,67th-69th-71st,9844.6,7025.6
W,2001-01-03,10881,80,2001-01-01,11837.8,319117.0,Irving Park,8077.1,5275.2
W,2001-01-04,4730,119,2001-01-01,5171.2,147205.0,Michigan/119th,4747.3,2890.1
W,2001-01-04,8278,126,2001-01-01,10129.2,255239.0,Jackson,4785.9,2650.5
W,2001-01-03,77,25,2001-01-01,144.8,3186.0,West Cermak,0.0,0.0
W,2001-01-02,656,56A,2001-01-01,568.5,11938.0,North Milwaukee,0.0,0.0
W,2001-01-04,8399,78,2001-01-01,8891.8,235297.0,Montrose,5826.3,3274.2
W,2001-01-03,6790,155,2001-01-01,7283.4,198930.0,Devon,5229.9,3555.3
W,2001-01-03,9684,52,2001-01-01,11592.4,313490.0,Kedzie/California,8223.9,5112.6
W,2001-01-03,4485,X49,2001-01-01,5131.8,112899.0,Western Express,0.0,0.0
U,2001-01-01,3418,95E,2001-01-01,5787.1,160511.0,93rd-95th,4530.5,3014.3
W,2001-01-05,17872,8,2001-01-01,19582.2,521892.0,Halsted,12420.0,8280.8
W,2001-01-03,7954,147,2001-01-01,8812.6,215649.0,Outer Drive Express,5443.1,0.0
W,2001-01-05,2059,39,2001-01-01,2249.6,49492.0,Pershing,0.0,0.0
W,2001-01-03,16893,8,2001-01-01,19582.2,521892.0,Halsted,12420.0,8280.8
W,2001-01-04,7496,50,2001-01-01,8322.7,213128.0,Damen,4419.7,2470.1
W,2001-01-05,21221,3,2001-01-01,21406.5,567413.0,King Drive,13210.7,8725.3
U,2001-01-01,311,43,2001-01-01,1351.0,34213.0,43rd,679.3,354.8
W,2001-01-05,10856,28,2001-01-01,11964.9,336246.0,Stony Island,11269.6,5587.8
U,2001-01-01,1903,27,2001-01-01,5629.5,147904.0,South Deering,2984.1,2423.6
W,2001-01-03,1138,86,2001-01-01,1831.2,40287.0,Narragansett/Ridgeland,0.0,0.0
U,2001-01-01,541,57,2001-01-01,3042.6,75668.0,Laramie,1412.8,616.1
W,2001-01-02,2035,108,2001-01-01,2928.1,64417.0,Halsted/95th,0.0,0.0
U,2001-01-01,4355,62,2001-01-01,14926.0,379135.0,Archer,6856.3,4667.4
W,2001-01-04,3413,57,2001-01-01,3042.6,75668.0,Laramie,1412.8,616.1
W,2001-01-04,744,100,2001-01-01,1167.0,25673.0,Jeffery Manor Express,0.0,0.0
W,2001-01-02,11900,74,2001-01-01,12842.3,351804.0,Fullerton,9858.6,5968.0
W,2001-01-05,3312,24,2001-01-01,3893.4,85655.0,Wentworth,0.0,0.0
W,2001-01-03,652,2,2001-01-01,1000.0,22001.0,Hyde Park Express,0.0,0.0
W,2001-01-04,6212,65,2001-01-01,6695.3,169020.0,Grand,3173.9,1805.7
U,2001-01-01,9288,4,2001-01-01,22432.2,618796.0,Cottage Grove,17994.0,10662.2
U,2001-01-01,4061,52,2001-01-01,11592.4,313490.0,Kedzie/California,8223.9,5112.6
W,2001-01-02,3440,51,2001-01-01,4654.8,127952.0,51st,3675.0,2169.4
W,2001-01-02,9218,70,2001-01-01,11102.5,301077.0,Division,7625.8,5264.0
U,2001-01-01,375,18,2001-01-01,1923.8,49130.0,16th/18th,898.5,642.3
W,2001-01-02,1049,54A,2001-01-01,1281.3,28188.0,North Cicero/Skokie Blvd.,0.0,0.0
W,2001-01-04,13032,60,2001-01-01,13431.4,366761.0,Blue Island/26th,9929.4,6310.6
W,2001-01-04,3013,157,2001-01-01,3315.2,72933.0,Streeterville/Taylor,0.0,0.0
W,2001-01-03,19117,63,2001-01-01,21814.1,605727.0,63rd,17120.8,11466.5
W,2001-01-02,3803,27,2001-01-01,5629.5,147904.0,South Deering,2984.1,2423.6
W,2001-01-02,857,55N,2001-01-01,1071.8,24237.0,55th/Narragansett,164.4,0.0
W,2001-01-04,1924,93,2001-01-01,2228.0,53246.0,California/Dodge,1057.5,0.0
W,2001-01-02,1387,93,2001-01-01,2228.0,53246.0,California/Dodge,1057.5,0.0
W,2001-01-03,6467,92,2001-01-01,7414.5,191196.0,Foster,4123.2,2316.9
W,2001-01-04,8858,146,2001-01-01,9355.1,242849.0,Inner Drive/Michigan Express,5362.4,3117.4
W,2001-01-02,6487,50,2001-01-01,8322.7,213128.0,Damen,4419.7,2470.1
W,2001-01-02,10394,67,2001-01-01,14219.5,387336.0,67th-69th-71st,9844.6,7025.6
W,2001-01-02,8511,152,2001-01-01,10738.1,265503.0,Addison,4457.2,2287.1
W,2001-01-02,2935,125,2001-01-01,2690.8,59197.0,Water Tower Express,0.0,0.0
W,2001-01-04,584,171,2001-01-01,864.9,21573.0,U. of Chicago/Hyde Park,413.2,178.3
U,2001-01-01,9882,151,2001-01-01,23604.8,634324.0,Sheridan,14136.3,11694.7
W,2001-01-04,4177,51,2001-01-01,4654.8,127952.0,51st,3675.0,2169.4
W,2001-01-02,6834,47,2001-01-01,8069.8,220680.0,47th,6422.7,3490.7
W,2001-01-02,2613,112,2001-01-01,3874.0,95661.0,Vincennes/111th,1439.3,935.1
W,2001-01-04,17928,8,2001-01-01,19582.2,521892.0,Halsted,12420.0,8280.8
U,2001-01-01,69,173,2001-01-01,253.0,9088.0,U. of Chicago/Lakeview Express,562.1,254.6
W,2001-01-02,857,204,2001-01-01,1445.4,31798.0,Dodge,0.0,0.0
W,2001-01-03,7635,126,2001-01-01,10129.2,255239.0,Jackson,4785.9,2650.5
W,2001-01-03,7089,34,2001-01-01,7911.6,214933.0,South Michigan,5744.2,3580.5
W,2001-01-04,828,85A,2001-01-01,952.5,21550.0,North Central,148.7,0.0
W,2001-01-04,1204,86,2001-01-01,1831.2,40287.0,Narragansett/Ridgeland,0.0,0.0
W,2001-01-03,10725,74,2001-01-01,12842.3,351804.0,Fullerton,9858.6,5968.0
W,2001-01-02,1462,136,2001-01-01,2055.4,45218.0,Sheridan/LaSalle Express,0.0,0.0
W,2001-01-02,274,64,2001-01-01,337.2,7419.0,Foster-Canfield,0.0,0.0
W,2001-01-04,1287,68,2001-01-01,1579.5,38614.0,Northwest Highway,608.1,286.5
U,2001-01-01,9303,29,2001-01-01,16328.2,451955.0,State,12511.5,8537.9
W,2001-01-03,4678,49B,2001-01-01,5087.6,133958.0,North Western,3065.0,1954.1
W,2001-01-03,1151,62H,2001-01-01,1392.2,33189.0,Archer/Harlem,640.0,0.0
W,2001-01-04,6635,75,2001-01-01,7081.7,188676.0,74th-75th,4725.3,2795.5
W,2001-01-03,19796,49,2001-01-01,23732.1,666662.0,Western,20598.9,12432.2
W,2001-01-04,9404,94,2001-01-01,10603.7,269786.0,South California,4792.6,3467.0
W,2001-01-04,6445,34,2001-01-01,7911.6,214933.0,South Michigan,5744.2,3580.5
W,2001-01-02,8273,156,2001-01-01,9039.1,198859.0,LaSalle,0.0,0.0
W,2001-01-02,321,202,2001-01-01,480.1,10563.0,Main/Emerson,0.0,0.0
W,2001-01-02,13977,36,2001-01-01,15360.0,436950.0,Broadway,13898.6,8687.4
W,2001-01-02,1564,81W,2001-01-01,1577.3,39738.0,West Lawrence,837.2,337.6
W,2001-01-02,17345,66,2001-01-01,21001.5,557759.0,Chicago,13332.8,8478.8
W,2001-01-02,2100,103,2001-01-01,3704.9,93121.0,West 103rd,1564.8,1071.0
W,2001-01-02,11749,87,2001-01-01,15732.2,415524.0,87th,10389.7,5571.5
W,2001-01-03,1208,96,2001-01-01,1343.2,29550.0,Lunt,0.0,0.0
U,2001-01-01,7354,3,2001-01-01,21406.5,567413.0,King Drive,13210.7,8725.3
W,2001-01-03,14144,56,2001-01-01,14274.6,381555.0,Milwaukee,9160.4,6174.4
W,2001-01-04,21221,20,2001-01-01,21570.3,566683.0,Madison,12804.3,8184.0
W,2001-01-04,12176,76,2001-01-01,13254.3,348404.0,Diversey,8168.3,4827.2
U,2001-01-01,4803,60,2001-01-01,13431.4,366761.0,Blue Island/26th,9929.4,6310.6
W,2001-01-02,759,122,2001-01-01,1122.9,24705.0,Illinois Center/Ogilvie Express,0.0,0.0
W,2001-01-04,5497,35,2001-01-01,5977.7,153931.0,35th,3342.5,1810.1
W,2001-01-03,1256,123,2001-01-01,886.2,19495.0,Illinois Center/Union Express,0.0,0.0
W,2001-01-02,2421,8A,2001-01-01,3196.5,89030.0,South Halsted,3006.6,1336.2
W,2001-01-03,13299,87,2001-01-01,15732.2,415524.0,87th,10389.7,5571.5
U,2001-01-01,723,X21,2001-01-01,0.0,8991.0,Cermak Express,1177.9,855.9
U,2001-01-01,316,63W,2001-01-01,2196.4,53094.0,West 63rd,720.5,378.2
W,2001-01-03,3215,11,2001-01-01,3448.7,86887.0,Lincoln/Sedgwick,1667.3,869.5
W,2001-01-05,27956,9,2001-01-01,29265.4,811006.0,Ashland,22621.7,15336.1
W,2001-01-05,3052,30,2001-01-01,3823.5,95218.0,South Chicago,1960.2,652.2
W,2001-01-03,661,172,2001-01-01,890.2,20116.0,U. of Chicago/Kenwood,74.4,46.6
W,2001-01-04,5503,52A,2001-01-01,5919.1,154232.0,South Kedzie,3596.1,1925.5
W,2001-01-02,17764,63,2001-01-01,21814.1,605727.0,63rd,17120.8,11466.5
W,2001-01-03,3137,112,2001-01-01,3874.0,95661.0,Vincennes/111th,1439.3,935.1
W,2001-01-02,8150,147,2001-01-01,8812.6,215649.0,Outer Drive Express,5443.1,0.0
W,2001-01-02,1708,39,2001-01-01,2249.6,49492.0,Pershing,0.0,0.0
W,2001-01-02,11825,80,2001-01-01,11837.8,319117.0,Irving Park,8077.1,5275.2
W,2001-01-02,10046,54,2001-01-01,12138.9,334903.0,Cicero,9536.3,5940.5
W,2001-01-02,1136,201,2001-01-01,1275.3,31865.0,Central/Ridge,615.9,268.9
W,2001-01-04,5011,27,2001-01-01,5629.5,147904.0,South Deering,2984.1,2423.6
W,2001-01-05,7909,34,2001-01-01,7911.6,214933.0,South Michigan,5744.2,3580.5
U,2001-01-01,3454,21,2001-01-01,7423.7,218216.0,Cermak,7747.2,4781.0
W,2001-01-03,2052,135,2001-01-01,2621.3,57669.0,Clarendon/LaSalle Express,0.0,0.0
U,2001-01-01,2540,94,2001-01-01,10603.7,269786.0,South California,4792.6,3467.0
W,2001-01-02,11218,62,2001-01-01,14926.0,379135.0,Archer,6856.3,4667.4
W,2001-01-03,541,33,2001-01-01,770.2,16944.0,Mag Mile Express,0.0,0.0
W,2001-01-02,6497,14,2001-01-01,8484.3,186655.0,Jeffery Express,0.0,0.0
U,2001-01-01,6048,6,2001-01-01,18443.0,493926.0,Jackson Park Express,13088.2,7165.6
U,2001-01-01,1526,35,2001-01-01,5977.7,153931.0,35th,3342.5,1810.1
W,2001-01-03,2993,157,2001-01-01,3315.2,72933.0,Streeterville/Taylor,0.0,0.0
W,2001-01-04,3567,59,2001-01-01,4260.5,102622.0,59th/61st,2222.6,0.0
W,2001-01-04,945,96,2001-01-01,1343.2,29550.0,Lunt,0.0,0.0
W,2001-01-04,21114,49,2001-01-01,23732.1,666662.0,Western,20598.9,12432.2
U,2001-01-01,221,68,2001-01-01,1579.5,38614.0,Northwest Highway,608.1,286.5
W,2001-01-05,16543,6,2001-01-01,18443.0,493926.0,Jackson Park Express,13088.2,7165.6
U,2001-01-01,1870,91,2001-01-01,8583.5,218421.0,Austin,4415.0,2384.8
W,2001-01-03,11059,76,2001-01-01,13254.3,348404.0,Diversey,8168.3,4827.2
W,2001-01-03,6326,71,2001-01-01,7136.7,194863.0,71st/South Shore,5565.3,3119.0
W,2001-01-02,4912,44,2001-01-01,6559.2,162910.0,Wallace-Racine,2696.0,1564.6
W,2001-01-04,1130,204,2001-01-01,1445.4,31798.0,Dodge,0.0,0.0
W,2001-01-04,1336,106,2001-01-01,2317.8,55265.0,East 103rd,570.3,398.4
W,2001-01-03,12039,60,2001-01-01,13431.4,366761.0,Blue Island/26th,9929.4,6310.6
W,2001-01-04,26970,9,2001-01-01,29265.4,811006.0,Ashland,22621.7,15336.1
W,2001-01-03,17033,77,2001-01-01,19856.3,529774.0,Belmont,12733.9,8400.0
W,2001-01-03,461,120,2001-01-01,635.5,13982.0,Ogilvie/Wacker Express,0.0,0.0
W,2001-01-02,6535,21,2001-01-01,7423.7,218216.0,Cermak,7747.2,4781.0
W,2001-01-03,6063,65,2001-01-01,6695.3,169020.0,Grand,3173.9,1805.7
W,2001-01-03,6155,75,2001-01-01,7081.7,188676.0,74th-75th,4725.3,2795.5
W,2001-01-03,14542,6,2001-01-01,18443.0,493926.0,Jackson Park Express,13088.2,7165.6
W,2001-01-04,2746,8A,2001-01-01,3196.5,89030.0,South Halsted,3006.6,1336.2
W,2001-01-02,6121,145,2001-01-01,8074.3,203232.0,Wilson/Michigan Express,4110.5,1831.2
W,2001-01-04,2122,63W,2001-01-01,2196.4,53094.0,West 63rd,720.5,378.2
W,2001-01-04,10676,28,2001-01-01,11964.9,336246.0,Stony Island,11269.6,5587.8
U,2001-01-01,2676,47,2001-01-01,8069.8,220680.0,47th,6422.7,3490.7
W,2001-01-02,13157,56,2001-01-01,14274.6,381555.0,Milwaukee,9160.4,6174.4
W,2001-01-02,5056,52A,2001-01-01,5919.1,154232.0,South Kedzie,3596.1,1925.5
W,2001-01-04,1831,81W,2001-01-01,1577.3,39738.0,West Lawrence,837.2,337.6
U,2001-01-01,2353,78,2001-01-01,8891.8,235297.0,Montrose,5826.3,3274.2
W,2001-01-03,5261,35,2001-01-01,5977.7,153931.0,35th,3342.5,1810.1
W,2001-01-03,1925,39,2001-01-01,2249.6,49492.0,Pershing,0.0,0.0
W,2001-01-04,8254,47,2001-01-01,8069.8,220680.0,47th,6422.7,3490.7
U,2001-01-01,1640,54B,2001-01-01,4775.5,134823.0,South Cicero,4468.6,2377.5
W,2001-01-04,1095,121,2001-01-01,1210.6,26633.0,Union/Wacker Express,0.0,0.0
U,2001-01-01,600,30,2001-01-01,3823.5,95218.0,South Chicago,1960.2,652.2
U,2001-01-01,7900,66,2001-01-01,21001.5,557759.0,Chicago,13332.8,8478.8
W,2001-01-03,22647,151,2001-01-01,23604.8,634324.0,Sheridan,14136.3,11694.7
W,2001-01-02,14423,82,2001-01-01,19622.7,511235.0,Kimball-Homan,11451.6,6745.8
U,2001-01-01,5726,81,2001-01-01,14489.3,402803.0,Lawrence,11561.8,7558.0
W,2001-01-02,13997,29,2001-01-01,16328.2,451955.0,State,12511.5,8537.9
W,2001-01-04,161,127,2001-01-01,245.9,5410.0,Madison/Roosevelt Circulator,0.0,0.0
W,2001-01-04,8853,152,2001-01-01,10738.1,265503.0,Addison,4457.2,2287.1
W,2001-01-03,2933,125,2001-01-01,2690.8,59197.0,Water Tower Express,0.0,0.0
W,2001-01-04,14646,72,2001-01-01,15417.4,418889.0,North,11359.3,6853.7
U,2001-01-01,3541,34,2001-01-01,7911.6,214933.0,South Michigan,5744.2,3580.5
U,2001-01-01,6309,8,2001-01-01,19582.2,521892.0,Halsted,12420.0,8280.8
W,2001-01-04,4434,73,2001-01-01,4994.3,127491.0,Armitage,2688.6,1372.4
W,2001-01-04,16642,82,2001-01-01,19622.7,511235.0,Kimball-Homan,11451.6,6745.8
U,2001-01-01,6189,67,2001-01-01,14219.5,387336.0,67th-69th-71st,9844.6,7025.6
W,2001-01-03,322,202,2001-01-01,480.1,10563.0,Main/Emerson,0.0,0.0
W,2001-01-04,12428,74,2001-01-01,12842.3,351804.0,Fullerton,9858.6,5968.0
U,2001-01-01,2522,71,2001-01-01,7136.7,194863.0,71st/South Shore,5565.3,3119.0
W,2001-01-03,940,85A,2001-01-01,952.5,21550.0,North Central,148.7,0.0
W,2001-01-04,15147,36,2001-01-01,15360.0,436950.0,Broadway,13898.6,8687.4
U,2001-01-01,1734,152,2001-01-01,10738.1,265503.0,Addison,4457.2,2287.1
U,2001-01-01,200,81W,2001-01-01,1577.3,39738.0,West Lawrence,837.2,337.6
W,2001-01-02,9613,52,2001-01-01,11592.4,313490.0,Kedzie/California,8223.9,5112.6
W,2001-01-03,1039,122,2001-01-01,1122.9,24705.0,Illinois Center/Ogilvie Express,0.0,0.0
W,2001-01-03,18195,3,2001-01-01,21406.5,567413.0,King Drive,13210.7,8725.3
U,2001-01-01,2159,119,2001-01-01,5171.2,147205.0,Michigan/119th,4747.3,2890.1
W,2001-01-03,786,48,2001-01-01,1120.6,24654.0,South Damen,0.0,0.0
U,2001-01-01,713,112,2001-01-01,3874.0,95661.0,Vincennes/111th,1439.3,935.1
W,2001-01-02,6524,65,2001-01-01,6695.3,169020.0,Grand,3173.9,1805.7
U,2001-01-01,186,201,2001-01-01,1275.3,31865.0,Central/Ridge,615.9,268.9
W,2001-01-02,9836,85,2001-01-01,13188.5,346996.0,Central,8148.9,4850.7
W,2001-01-03,1181,54A,2001-01-01,1281.3,28188.0,North Cicero/Skokie Blvd.,0.0,0.0
W,2001-01-02,629,2,2001-01-01,1000.0,22001.0,Hyde Park Express,0.0,0.0
U,2001-01-01,326,106,2001-01-01,2317.8,55265.0,East 103rd,570.3,398.4
W,2001-01-04,15132,87,2001-01-01,15732.2,415524.0,87th,10389.7,5571.5
W,2001-01-04,5752,95E,2001-01-01,5787.1,160511.0,93rd-95th,4530.5,3014.3
W,2001-01-05,10139,12,2001-01-01,10763.5,288055.0,Roosevelt,6950.6,4691.0
W,2001-01-02,1137,62H,2001-01-01,1392.2,33189.0,Archer/Harlem,640.0,0.0
W,2001-01-03,1124,43,2001-01-01,1351.0,34213.0,43rd,679.3,354.8
W,2001-01-04,381,129,2001-01-01,792.7,17439.0,West Loop/South Loop,0.0,0.0
W,2001-01-02,389,172,2001-01-01,890.2,20116.0,U. of Chicago/Kenwood,74.4,46.6
U,2001-01-01,1507,111,2001-01-01,6074.4,157849.0,Pullman/111th/115th,3474.9,2062.4
W,2001-01-03,7689,152,2001-01-01,10738.1,265503.0,Addison,4457.2,2287.1
W,2001-01-03,6809,1,2001-01-01,6982.6,153617.0,Indiana/Hyde Park,0.0,0.0
W,2001-01-04,11569,54,2001-01-01,12138.9,334903.0,Cicero,9536.3,5940.5
W,2001-01-03,15243,29,2001-01-01,16328.2,451955.0,State,12511.5,8537.9
W,2001-01-03,6404,91,2001-01-01,8583.5,218421.0,Austin,4415.0,2384.8
W,2001-01-03,1305,106,2001-01-01,2317.8,55265.0,East 103rd,570.3,398.4
